date,racing number,pla.,horse no.,horse id,horse name,jockey id,jockey name,trainer id,trainer name,Act. Wt.,Declar. horse Wt.,Dr.,LBW,Running Position 1,Running Position 2,Running Position 3,Running Position 4,Running Position 5,Finish time,Win Odds
20/11/2022,3,9,8,HK_2019_D128,SUPERBELLA,BAM,M Barzalona,LFC,F C Lor,120,1141,8,4-1/2,4,3,3,3,9,1:48.29,55
20/11/2022,3,10,6,HK_2017_B478,CHARITY GO,MNJ,J McNeil,SCS,C S Shum,124,1092,6,5-1/4,7,8,8,7,10,1:48.38,48
20/11/2022,4,1,7,HK_2021_G078,CIRCUIT MIGHTY,PZ,Z Purton,MKL,K L Man,128,1016,2,-,2,2,2,1,,1:21.35,3
20/11/2022,4,2,11,HK_2020_E192,SPLENDID LIVING,LDE,K C Leung,YPF,P F Yiu,121,1132,14,1-1/4,3,1,1,2,,1:21.52,11
20/11/2022,4,3,6,HK_2020_E257,WAR WEAPON,BH,H Bowman,SWY,W Y So,132,1158,11,3-1/4,13,14,13,3,,1:21.85,6.5
20/11/2022,4,4,5,HK_2020_E348,HELENE ALLIBOR,SHB,B Shinn,HDA,D A Hayes,133,1200,1,4,8,5,3,4,,1:21.97,36
20/11/2022,4,5,9,HK_2020_E270,TURBO POWER,MMR,R Maia,LKW,K W Lui,127,1097,13,4-1/4,14,10,6,5,,1:22.01,12
20/11/2022,4,6,1,HK_2019_D061,HORSESAIN BOLT,MCJ,J McDonald,SCS,C S Shum,135,1182,10,4-1/2,10,13,14,6,,1:22.06,4.9
20/11/2022,4,7,3,HK_2021_G210,COMMANDING MISSILE,CJE,C L Chau,RW,J Richards,131,1220,9,5-1/4,12,12,10,7,,1:22.18,42
20/11/2022,4,8,4,HK_2020_E195,EQUILIBRIUM TURBO,CML,M Chadwick,GR,R Gibson,133,1104,5,5-1/2,7,6,7,8,,1:22.24,32
20/11/2022,4,9,12,HK_2021_G264,KING ECCELLENTE,HEL,L Hewitson,WDJ,D J Whyte,120,1111,7,7-1/4,9,11,12,9,,1:22.52,17
20/11/2022,4,10,2,HK_2021_G222,COMING PATCH,DSS,S De Sousa,TKH,K H Ting,133,1206,3,8-3/4,11,8,9,10,,1:22.76,26
20/11/2022,4,11,8,HK_2022_H037,A AMERIC TE SPECSO,BA,A Badel,SJJ,J Size,127,1082,6,9-1/4,1,3,4,11,,1:22.82,48
20/11/2022,4,12,10,HK_2019_D472,PEAK TO PEAK,HCY,C Y Ho,LFC,F C Lor,125,1105,4,10-1/4,6,7,8,12,,1:22.98,7
20/11/2022,4,13,13,HK_2021_G304,SUPERB MOVE,BHW,H Bentley,YCH,C H Yip,120,1113,12,12-1/4,5,9,11,13,,1:23.30,101
20/11/2022,4,14,14,HK_2015_V303,AMBITIOUS HEART,MNJ,J McNeil,YTP,T P Yung,118,1193,8,12-1/2,4,4,5,14,,1:23.36,91
20/11/2022,5,1,9,HK_2021_G404,VICTOR THE WINNER,MCJ,J McDonald,SCS,C S Shum,122,1082,2,-,1,1,1,,,1:08.11,2.3
20/11/2022,5,2,8,HK_2022_H086,GOLDEN EXPRESS,PZ,Z Purton,SJJ,J Size,122,1025,1,1/2,6,7,2,,,1:08.21,2.7
20/11/2022,5,3,6,HK_2020_E442,SCIENCE PATCH,BA,A Badel,NPC,P C Ng,123,1122,4,2-1/4,5,4,3,,,1:08.47,16
20/11/2022,5,4,7,HK_2021_G073,TEXAS MOON,CJE,C L Chau,YTP,T P Yung,121,1079,9,5,11,11,4,,,1:08.89,88
20/11/2022,5,5,2,HK_2021_G275,SAKEWIN,CML,M Chadwick,LFC,F C Lor,130,1090,5,5-3/4,2,3,5,,,1:09.02,40
20/11/2022,5,6,4,HK_2021_G088,SCOTCH TYCOON,HCY,C Y Ho,LKW,K W Lui,126,1112,7,6,10,8,6,,,1:09.05,65
20/11/2022,5,7,10,HK_2021_G429,CIRCUIT TEN,CCY,Y L Chung,CAS,A S Cruz,111,1016,6,6,4,5,7,,,1:09.06,19
20/11/2022,5,8,11,HK_2021_G453,STARFIRE GEMS,MNJ,J McNeil,RW,J Richards,121,1203,3,6,9,10,8,,,1:09.08,81
20/11/2022,5,9,12,HK_2022_H063,TRAVEL GOLF,BHW,H Bentley,YCH,C H Yip,121,1059,11,6-1/2,13,13,9,,,1:09.16,213
20/11/2022,5,10,1,HK_2020_E043,ROMAN TURBO,BH,H Bowman,HAD,D J Hall,131,1052,8,6-1/2,7,6,10,,,1:09.17,25
20/11/2022,5,11,3,HK_2020_E390,LORD THUNDER,SHB,B Shinn,HDA,D A Hayes,128,1166,13,8-1/2,3,2,11,,,1:09.45,7.8
20/11/2022,5,12,13,HK_2021_H018,ISLAND GOLDEN,DSS,S De Sousa,MKL,K L Man,120,1060,12,9-1/4,8,9,12,,,1:09.59,16
20/11/2022,5,13,5,HK_2019_D161,ULTRA EXPRESS,MMR,R Maia,MA,A T Millard,126,1077,10,12-3/4,12,12,13,,,1:10.14,164
20/11/2022,6,1,11,HK_2021_G180,LUCKY SWEYNESSE,PZ,Z Purton,MKL,K L Man,123,1179,11,-,7,7,1,,,1:07.55,4.5
20/11/2022,6,2,4,HK_2019_D422,LUCKY PATCH,CJE,C L Chau,NPC,P C Ng,123,1226,2,N,8,6,2,,,1:07.62,31
20/11/2022,6,3,12,HK_2018_C188,DUKE WAI,BHW,H Bentley,NPC,P C Ng,123,1153,9,1-1/4,13,11,3,,,1:07.76,69
20/11/2022,6,4,8,HK_2019_D375,SIGHT SUCCESS,BV,V Borges,SJJ,J Size,123,1147,10,1-3/4,3,3,4,,,1:07.82,81
20/11/2022,6,5,10,HK_2020_E363,CORDYCEPS SIX,DSS,S De Sousa,GR,R Gibson,123,1153,8,1-3/4,11,12,5,,,1:07.83,8.8
20/11/2022,6,6,1,HK_2019_D176,WELLINGTON,BA,A Badel,GR,R Gibson,128,1194,7,2-1/4,5,5,6,,,1:07.92,1.9
20/11/2022,6,7,3,HK_2019_D142,STRONGER,HCY,C Y Ho,WDJ,D J Whyte,128,1142,1,4,12,10,7,,,1:08.20,23
20/11/2022,6,8,2,HK_2019_D216,SKY FIELD,SHB,B Shinn,FC,C Fownes,128,1199,13,4-3/4,14,14,8,,,1:08.32,19
20/11/2022,6,9,5,HK_2019_D108,SUPER WEALTHY,MCJ,J McDonald,HDA,D A Hayes,123,1247,4,5-1/2,9,9,9,,,1:08.43,11
20/11/2022,6,10,7,HK_2019_D449,COURIER WONDER,BH,H Bowman,SJJ,J Size,123,1240,6,7,10,13,10,,,1:08.67,14
20/11/2022,6,11,6,HK_2019_D139,COMPUTER PATCH,CML,M Chadwick,TKH,K H Ting,123,1091,14,7-1/2,2,2,11,,,1:08.75,133
20/11/2022,6,12,14,HK_2019_D358,WINNING DREAMER,FEL,L Ferraris,LFC,F C Lor,123,1200,3,9-1/2,6,4,12,,,1:09.08,103
20/11/2022,6,13,13,HK_2019_D172,KURPANY,HEL,L Hewitson,FC,C Fownes,123,1178,5,12,1,1,13,,,1:09.48,182
20/11/2022,6,14,9,HK_2020_E330,MASTER EIGHT,LDE,K C Leung,LFC,F C Lor,123,1185,12,13-1/4,4,8,14,,,1:09.67,70
20/11/2022,7,1,1,HK_2018_C238,GOLDEN SIXTY,HCY,C Y Ho,LKW,K W Lui,128,1123,6,-,6,6,5,1,,1:34.02,2
20/11/2022,7,2,3,HK_2020_E314,CALIFORNIA SPANGLE,PZ,Z Purton,CAS,A S Cruz,123,1179,3,N,1,1,1,2,,1:34.06,1.6
20/11/2022,7,3,2,HK_2018_C150,WAIKUKU,DSS,S De Sousa,SJJ,J Size,128,1160,1,2-3/4,3,3,3,3,,1:34.45,32
20/11/2022,7,4,4,HK_2018_C199,MORE THAN THIS,LDE,K C Leung,SCS,C S Shum,123,1248,4,5,5,5,6,4,,1:34.82,42
20/11/2022,7,5,5,HK_2019_D386,EXCELLENT PROPOSAL,BA,A Badel,SJJ,J Size,123,1098,7,5-3/4,7,7,7,5,,1:34.94,53
20/11/2022,7,6,6,HK_2021_G134,TURIN REDSUN,HEL,L Hewitson,WDJ,D J Whyte,123,1101,2,5-3/4,4,4,4,6,,1:34.94,36
20/11/2022,7,7,7,HK_2018_C071,KINGS SHIELD,FEL,L Ferraris,LFC,F C Lor,123,1157,5,13-1/4,2,2,2,7,,1:36.14,109
20/11/2022,8,1,1,HK_2020_E486,ROMANTIC WARRIOR,MCJ,J McDonald,SCS,C S Shum,128,1148,9,-,4,4,4,3,1,1:59.23,2.2
20/11/2022,8,2,4,HK_2020_E054,TOURBILLON DIAMOND,BA,A Badel,SCS,C S Shum,123,1251,1,1-1/4,3,3,3,4,2,1:59.44,8.7
20/11/2022,8,3,6,HK_2021_G103,SENOR TOBA,HCY,C Y Ho,FC,C Fownes,123,1158,3,2,6,5,5,6,3,1:59.56,9
20/11/2022,8,4,5,HK_2018_C198,KA YING STAR,FEL,L Ferraris,CAS,A S Cruz,123,1168,5,2-1/2,2,2,2,2,4,1:59.62,58
20/11/2022,8,5,9,HK_2021_G171,MONEY CATCHER,BH,H Bowman,LFC,F C Lor,123,1119,2,2-3/4,1,1,1,1,5,1:59.65,20
20/11/2022,8,6,7,HK_2020_E052,PANFIELD,DSS,S De Sousa,MA,A T Millard,123,1302,8,4-3/4,8,8,7,7,6,1:59.99,26
20/11/2022,8,7,3,HK_2020_E058,BEAUTY JOY,PZ,Z Purton,CAS,A S Cruz,123,1023,4,4-3/4,5,6,6,5,7,2:00.01,2.9
20/11/2022,8,8,8,HK_2019_D056,SAVVY NINE,MNJ,J McNeil,WDJ,D J Whyte,123,1149,6,6-1/2,7,7,9,9,8,2:00.27,70
20/11/2022,8,9,2,HK_2020_E198,RUSSIAN EMPEROR,SHB,B Shinn,WDJ,D J Whyte,128,1200,7,6-3/4,9,9,8,8,9,2:00.29,15
20/11/2022,9,1,9,HK_2020_E467,ORIENTAL SMOKE,PZ,Z Purton,HDA,D A Hayes,119,1227,4,-,3,4,1,,,1:08.96,4.5
20/11/2022,9,2,1,HK_2021_G235,CAMPIONE,CCY,Y L Chung,CAS,A S Cruz,125,1120,12,NOSE,1,1,2,,,1:08.97,8.3
20/11/2022,9,3,2,HK_2020_E356,LUCKY WITH YOU,BH,H Bowman,HDA,D A Hayes,133,1203,7,HD,5,5,3,,,1:08.99,8.9
20/11/2022,9,4,8,HK_2019_D433,APACHE PASS,LDE,K C Leung,NPC,P C Ng,123,1096,1,1/2,4,3,4,,,1:09.07,30
20/11/2022,9,5,12,HK_2019_D385,EQUALETTA BLITZ,MNJ,J McNeil,WDJ,D J Whyte,117,1136,11,3/4,2,2,5,,,1:09.10,92
20/11/2022,9,6,4,HK_2019_D476,IMA SINGLE MAN,DSS,S De Sousa,CAS,A S Cruz,130,1155,3,1-1/4,6,7,6,,,1:09.15,3
20/11/2022,9,7,5,HK_2020_E373,PACKING VICTORY,MCJ,J McDonald,SCS,C S Shum,130,1155,5,2-1/2,8,9,7,,,1:09.37,7.3
20/11/2022,9,8,10,HK_2020_E300,TORONADO PHANTOM,BAM,M Barzalona,SJJ,J Size,120,1119,6,3,11,11,8,,,1:09.46,34
20/11/2022,9,9,11,HK_2021_G368,VIVA CHALEUR,HCY,C Y Ho,FC,C Fownes,118,1142,10,5-1/2,9,8,9,,,1:09.83,13
20/11/2022,9,10,7,HK_2017_B025,SILVER FIG,HEL,L Hewitson,MA,A T Millard,125,1158,9,8,10,10,10,,,1:10.24,106
20/11/2022,9,FE,3,HK_2020_E219,FANTASTIC WAY,BA,A Badel,SJJ,J Size,132,1143,8,---,7,6,,,,---,7.7
20/11/2022,9,UR,6,HK_2018_C292,HIGHLAND FORTUNE,WJH,H N Wong,LKW,K W Lui,125,1106,2,---,---,,,,,---,101
20/11/2022,10,1,9,HK_2020_E097,GOOD BUDDY,BH,H Bowman,HAD,D J Hall,123,1266,1,-,7,6,6,1,,1:21.03,2.9
20/11/2022,10,2,10,HK_2020_E445,MASSIVE ACTION,LDE,K C Leung,LFC,F C Lor,120,1177,5,3/4,1,1,1,2,,1:21.16,22
20/11/2022,10,3,4,HK_2021_G170,ROCKET SPADE,SHB,B Shinn,FC,C Fownes,128,1159,14,1-1/2,12,14,13,3,,1:21.27,24
20/11/2022,10,4,14,HK_2021_G119,HAPPY DAY,CML,M Chadwick,SWY,W Y So,116,1226,9,1-3/4,9,8,7,4,,1:21.31,9.4
20/11/2022,10,5,12,HK_2021_G237,TAMRA BLITZ,HEL,L Hewitson,WDJ,D J Whyte,118,1105,2,3-1/4,10,9,8,5,,1:21.53,18
20/11/2022,10,6,6,HK_2019_D129,DECRYPT,HCY,C Y Ho,NPC,P C Ng,127,1019,13,5-3/4,11,11,12,6,,1:21.94,12
20/11/2022,10,7,2,HK_2020_E178,WINNER METHOD,MCJ,J McDonald,SCS,C S Shum,135,1299,8,6-1/4,3,4,5,7,,1:22.02,8.8
20/11/2022,10,8,1,HK_2020_E193,ERIMO,PZ,Z Purton,SJJ,J Size,135,1095,3,6-1/2,5,5,3,8,,1:22.07,3.2
20/11/2022,10,9,13,HK_2021_G364,SUPER BABY,PMF,M F Poon,YPF,P F Yiu,115,1175,11,6-1/2,13,13,10,9,,1:22.09,173
20/11/2022,10,10,7,HK_2019_D501,MASTER HERO,CCY,Y L Chung,CAS,A S Cruz,116,1134,6,7,8,7,9,10,,1:22.15,18
20/11/2022,10,11,8,HK_2021_G313,RUNNING AHEAD,CJE,C L Chau,YTP,T P Yung,123,1025,7,7-3/4,2,2,4,11,,1:22.28,120
20/11/2022,10,12,5,HK_2020_E406,COBHFIELD,DSS,S De Sousa,MA,A T Millard,127,1127,12,9-1/4,14,12,11,12,,1:22.49,62
20/11/2022,10,13,11,HK_2020_E146,SEASONS BLISS,FEL,L Ferraris,TKH,K H Ting,120,1269,4,11,4,3,2,13,,1:22.77,48
20/11/2022,10,14,3,HK_2020_E142,MASTER MONTARO,MNJ,J McNeil,HDA,D A Hayes,130,1323,10,12-1/2,6,10,14,14,,1:23.03,65
16/11/2022,1,1,3,HK_2018_C533,HAPPILY FRIENDS,HCY,C Y Ho,SWY,W Y So,133,1098,5,-,5,5,1,,,1:09.62,8.7
16/11/2022,1,2,9,HK_2018_C389,U W BROTHER,DSS,S De Sousa,TYS,Y S Tsui,126,1158,3,HD,3,3,2,,,1:09.65,3.2
16/11/2022,1,3,5,HK_2020_E343,HEARTY WISH,HEL,L Hewitson,WDJ,D J Whyte,132,1077,9,3/4,1,1,3,,,1:09.75,4.8
16/11/2022,1,4,6,HK_2018_C477,FLYING ON THE TURF,CML,M Chadwick,RW,J Richards,131,1156,6,1-1/4,10,10,4,,,1:09.83,7.9
16/11/2022,1,5,11,HK_2020_E258,RAGING BLAZE,BA,A Badel,SJJ,J Size,119,1145,10,2,12,11,5,,,1:09.92,11
16/11/2022,1,6,12,HK_2021_G064,DASHING GENIUS,FEL,L Ferraris,CAS,A S Cruz,120,1127,12,2,11,12,6,,,1:09.92,50
16/11/2022,1,7,1,HK_2021_G242,LE PLUS VITE,CHA,K H Chan,HDA,D A Hayes,130,1218,2,2,7,7,7,,,1:09.95,42
16/11/2022,1,8,2,HK_2019_D299,CIGAR BUDDIES,WJH,H N Wong,TKH,K H Ting,131,1135,11,2-1/4,2,2,8,,,1:09.99,25
16/11/2022,1,9,8,HK_2018_C163,HEAVENLY THOUGHT,BHW,H Bentley,YCH,C H Yip,126,1065,8,3-1/2,8,8,9,,,1:10.17,25
16/11/2022,1,10,7,HK_2020_E277,EUROMISSILE,YML,M L Yeung,CCW,C W Chang,130,1034,4,3-3/4,9,9,10,,,1:10.24,10
16/11/2022,1,11,10,HK_2021_G177,FORTUNE MARBO,CJE,C L Chau,YTP,T P Yung,119,1254,1,5-1/2,6,6,11,,,1:10.50,9.1
16/11/2022,1,12,4,HK_2019_D122,CARRY THE DIAMOND,MMR,R Maia,GR,R Gibson,132,1190,7,8,4,4,12,,,1:10.89,29
16/11/2022,2,1,1,HK_2018_C406,JAZZ STEED,HCY,C Y Ho,FC,C Fownes,135,1215,2,-,10,9,1,,,1:10.09,5.4
16/11/2022,2,2,2,HK_2019_D240,UNIVERSAL CROWN,FEL,L Ferraris,WDJ,D J Whyte,135,1140,1,N,8,8,2,,,1:10.16,10
16/11/2022,2,3,11,HK_2020_E066,LITTLE PLAYER,CML,M Chadwick,RW,J Richards,119,1126,4,1/2,7,6,3,,,1:10.18,8.4
16/11/2022,2,4,12,HK_2020_E170,TRAVEL GLORY,MNJ,J McNeil,TYS,Y S Tsui,117,1022,11,3/4,12,12,4,,,1:10.22,18
16/11/2022,2,5,4,HK_2020_E450,ENCORE,PMF,M F Poon,SCS,C S Shum,128,1008,8,1-1/2,9,10,5,,,1:10.31,28
16/11/2022,2,6,8,HK_2017_B027,SPLIT OF A SECOND,DSS,S De Sousa,SWY,W Y So,125,1096,5,1-3/4,4,3,6,,,1:10.36,12
16/11/2022,2,7,7,HK_2021_G025,THE GOOD DEAL,BV,V Borges,CCW,C W Chang,127,1109,3,2,5,5,7,,,1:10.42,11
16/11/2022,2,8,5,HK_2020_E334,SUPER KINGDOM,BHW,H Bentley,MA,A T Millard,129,1067,10,2-1/2,11,11,8,,,1:10.49,83
16/11/2022,2,9,10,HK_2019_D287,ALLOY KING,YML,M L Yeung,TKH,K H Ting,122,1104,12,4-3/4,2,2,9,,,1:10.85,46
16/11/2022,2,10,3,HK_2019_D418,GLORIFIED FIRE,BA,A Badel,YCH,C H Yip,132,1115,9,5-1/4,1,1,10,,,1:10.94,19
16/11/2022,2,11,9,HK_2020_E284,SHENRON,MMR,R Maia,NPC,P C Ng,124,1112,7,7-1/2,6,7,11,,,1:11.30,3.4
16/11/2022,2,12,6,HK_2019_D245,FORTUNE HERO,HEL,L Hewitson,GR,R Gibson,127,1181,6,8-1/4,3,4,12,,,1:11.42,5.8
16/11/2022,3,1,3,HK_2020_E471,LESLIE,LDE,K C Leung,YPF,P F Yiu,131,1124,6,-,4,5,1,,,1:09.57,5.7
16/11/2022,3,2,10,HK_2018_C136,KUNG FU TEA,FEL,L Ferraris,HAD,D J Hall,123,1145,5,2-1/4,10,8,2,,,1:09.92,14
16/11/2022,3,3,8,HK_2020_E303,OUR CLASS ACT,DSS,S De Sousa,TYS,Y S Tsui,125,1012,4,3-1/2,7,7,3,,,1:10.09,3.9
16/11/2022,3,4,4,HK_2019_D033,HERO STAR,PMF,M F Poon,MKL,K L Man,128,1152,8,4,2,2,4,,,1:10.21,4.6
16/11/2022,3,5,6,HK_2022_H084,JUNEAU FLASH,BV,V Borges,SJJ,J Size,127,1155,7,4-1/4,6,6,5,,,1:10.26,16
16/11/2022,3,6,1,HK_2020_E084,FLAMING PASSION,CML,M Chadwick,LFC,F C Lor,135,1164,11,4-1/2,8,9,6,,,1:10.27,14
16/11/2022,3,7,2,HK_2019_D397,ABOVE ALL,MMR,R Maia,MA,A T Millard,132,1094,10,4-1/2,3,3,7,,,1:10.30,29
16/11/2022,3,8,7,HK_2021_G251,SUPER JOY,MHT,H T Mo,HL,L Ho,125,1084,12,6,11,11,8,,,1:10.54,93
16/11/2022,3,9,12,HK_2018_C474,TAKE WHAT YOU NEED,HEL,L Hewitson,WDJ,D J Whyte,117,1101,3,6-1/4,5,4,9,,,1:10.57,5.8
16/11/2022,3,10,9,HK_2021_G281,SMILING MOON,WJH,H N Wong,TKH,K H Ting,121,974,9,10-1/4,9,10,10,,,1:11.20,119
16/11/2022,3,11,5,HK_2022_H054,JOY IN JOY,BA,A Badel,YCH,C H Yip,127,1141,1,13-3/4,1,1,11,,,1:11.76,7.1
16/11/2022,3,WV-A,11,HK_2021_G272,YOUNG HORIZON,CLR,L Currie,HDA,D A Hayes,121,---,---,---,---,,,,,---,---
16/11/2022,4,1,7,HK_2020_E487,CIRCUIT ELITE,CCY,Y L Chung,CAS,A S Cruz,110,1216,1,-,1,1,1,1,1,1:49.01,4.4
16/11/2022,4,2,9,HK_2020_E057,CHATER PINS,CML,M Chadwick,HDA,D A Hayes,118,1127,6,N,8,7,7,8,2,1:49.07,6.6
16/11/2022,4,3,12,HK_2019_D327,PERFECT TO GREAT,HCY,C Y Ho,FC,C Fownes,118,1184,11,1/2,10,9,9,10,3,1:49.09,8.2
16/11/2022,4,4,3,HK_2020_E235,SMILING TIME,FEL,L Ferraris,TKH,K H Ting,132,1136,8,3/4,7,6,6,7,4,1:49.15,7
16/11/2022,4,5,5,HK_2016_A005,RED ELYSEES,PMF,M F Poon,MKL,K L Man,123,1168,2,1-1/4,3,3,3,3,5,1:49.21,20
16/11/2022,4,6,2,HK_2020_E161,DARCI JOY,DSS,S De Sousa,YPF,P F Yiu,133,1039,3,1-1/4,2,2,2,2,6,1:49.22,4.8
16/11/2022,4,7,6,HK_2020_G001,WONDER YEARS,BA,A Badel,WDJ,D J Whyte,121,1228,4,2,11,11,11,5,7,1:49.34,9.3
16/11/2022,4,8,4,HK_2018_C056,EZRA,MMR,R Maia,MA,A T Millard,127,1156,5,2-3/4,5,5,5,6,8,1:49.45,19
16/11/2022,4,9,10,HK_2021_E496,MANAGEMENT FOLKS,MNJ,J McNeil,HAD,D J Hall,118,1096,9,7,9,10,10,12,9,1:50.13,49
16/11/2022,4,10,1,HK_2020_E319,PERFECT MARYKNOLL,CJE,C L Chau,YTP,T P Yung,133,1176,10,8-1/2,6,8,8,9,10,1:50.37,31
16/11/2022,4,11,11,HK_2017_B426,MURRAY'S PARTNERS,WCV,C Wong,YCH,C H Yip,113,1152,12,9,12,12,12,11,11,1:50.44,27
16/11/2022,4,12,8,HK_2020_E262,RED IMPACT,HEL,L Hewitson,RW,J Richards,119,1124,7,9-1/2,4,4,4,4,12,1:50.52,14
16/11/2022,5,1,5,HK_2021_G261,SAVVY CHIC,DSS,S De Sousa,LFC,F C Lor,127,1187,6,-,1,1,1,,,1:09.62,14
16/11/2022,5,2,11,HK_2019_D090,COLONEL,MNJ,J McNeil,YPF,P F Yiu,119,1173,9,1-1/4,2,2,2,,,1:09.80,10
16/11/2022,5,3,4,HK_2022_H093,HOWDEEPISYOURLOVE,BA,A Badel,SJJ,J Size,127,1173,1,2,3,3,3,,,1:09.92,4.9
16/11/2022,5,4,2,HK_2020_E220,GOLD GOLD BABY,HCY,C Y Ho,LKW,K W Lui,129,1276,4,2-1/4,6,7,4,,,1:09.99,2
16/11/2022,5,5,8,HK_2021_G015,NORDIC COMBINED,HEL,L Hewitson,GR,R Gibson,123,1086,7,2-3/4,10,9,5,,,1:10.04,21
16/11/2022,5,6,10,HK_2021_G277,TO INFINITY,WCV,C Wong,RW,J Richards,117,997,3,2-3/4,7,6,6,,,1:10.06,61
16/11/2022,5,7,7,HK_2018_C025,HARDLY SWEARS,BHW,H Bentley,NPC,P C Ng,126,1083,11,3-1/4,8,8,7,,,1:10.15,10
16/11/2022,5,8,12,HK_2019_D464,OUR CREED,YML,M L Yeung,TKH,K H Ting,116,1069,12,4-3/4,12,11,8,,,1:10.39,43
16/11/2022,5,9,1,HK_2020_E149,H Z TOURBILLON,CML,M Chadwick,SCS,C S Shum,135,1027,10,4-3/4,5,5,9,,,1:10.39,8.7
16/11/2022,5,10,6,HK_2021_H001,SUPER MAGIC,CLR,L Currie,HDA,D A Hayes,127,1180,5,5,9,10,10,,,1:10.41,49
16/11/2022,5,11,9,HK_2021_G205,SIX BEST FRIENDS,LHW,H W Lai,MKL,K L Man,123,1147,2,10-1/2,4,4,11,,,1:11.30,64
16/11/2022,5,12,3,HK_2021_G421,FAMILY STRENGTH,FEL,L Ferraris,FC,C Fownes,127,1030,8,11-1/4,11,12,12,,,1:11.42,104
16/11/2022,6,1,7,HK_2021_G111,GOLD MARQUIS,CML,M Chadwick,FC,C Fownes,123,1097,5,-,7,7,1,,,1:08.80,6.1
16/11/2022,6,2,3,HK_2021_G165,GALLANT WAKING,HCY,C Y Ho,LKW,K W Lui,128,1105,12,3/4,11,9,2,,,1:08.93,4.6
16/11/2022,6,3,2,HK_2021_G338,ADIOS,PMF,M F Poon,LFC,F C Lor,128,1157,10,2-3/4,2,2,3,,,1:09.25,3.6
16/11/2022,6,4,9,HK_2021_G288,MR VALIANT,DSS,S De Sousa,MA,A T Millard,120,1061,11,3,12,12,4,,,1:09.26,23
16/11/2022,6,5,10,HK_2019_D197,WIND N GRASS,FEL,L Ferraris,RW,J Richards,120,1155,2,3-3/4,5,5,5,,,1:09.41,16
16/11/2022,6,6,5,HK_2019_D067,CALIFORNIA CONCORD,CCY,Y L Chung,CAS,A S Cruz,113,1325,1,4,6,6,6,,,1:09.45,5.8
16/11/2022,6,7,4,HK_2020_E272,ELON,BV,V Borges,SJJ,J Size,127,1116,7,4-1/4,8,8,7,,,1:09.48,26
16/11/2022,6,8,8,HK_2017_B250,QUADRUPLE DOUBLE,CHA,K H Chan,HAD,D J Hall,118,1124,4,6-1/4,3,4,8,,,1:09.80,24
16/11/2022,6,9,1,HK_2019_D285,VALIANT ELEGANCE,HEL,L Hewitson,WDJ,D J Whyte,133,1129,8,6-1/4,4,3,9,,,1:09.81,30
16/11/2022,6,10,6,HK_2019_D280,DECISIVE TWELVE,LDE,K C Leung,SWY,W Y So,123,1159,6,6-1/2,1,1,10,,,1:09.82,14
16/11/2022,6,11,12,HK_2019_D262,SUPER MISSION,BA,A Badel,YPF,P F Yiu,118,1191,9,15-1/2,10,11,11,,,1:11.26,11
16/11/2022,6,12,11,HK_2021_G395,DRAGON DELIGHT,YML,M L Yeung,HDA,D A Hayes,118,1136,3,19,9,10,12,,,1:11.84,61
16/11/2022,7,1,4,HK_2021_G033,EXCELLENT PEERS,CML,M Chadwick,LFC,F C Lor,129,1166,7,-,3,2,1,,,1:09.51,4.4
16/11/2022,7,2,3,HK_2018_C480,NAMJONG SINGS,HCY,C Y Ho,SCS,C S Shum,130,1228,4,3/4,5,5,2,,,1:09.63,19
16/11/2022,7,3,6,HK_2021_G169,HAPPY SHARING,FEL,L Ferraris,NPC,P C Ng,126,1168,2,1,2,3,3,,,1:09.67,4.7
16/11/2022,7,4,5,HK_2022_H115,RED LION,BA,A Badel,SJJ,J Size,128,1068,12,1-1/2,1,1,4,,,1:09.75,46
16/11/2022,7,5,10,HK_2021_G259,TELECOM SPEED,WJH,H N Wong,TYS,Y S Tsui,116,1162,3,1-1/2,4,4,5,,,1:09.76,127
16/11/2022,7,6,9,HK_2020_E100,STORMTROUPER,BHW,H Bentley,YCH,C H Yip,120,1117,8,1-3/4,6,6,6,,,1:09.81,33
16/11/2022,7,7,7,HK_2021_G292,OUR LUCKY GLORY,HEL,L Hewitson,WDJ,D J Whyte,125,1062,10,2-1/2,12,11,7,,,1:09.91,10
16/11/2022,7,8,11,HK_2019_D167,COMPASSION SPIRIT,YML,M L Yeung,MKL,K L Man,118,1110,5,3,8,9,8,,,1:09.97,21
16/11/2022,7,9,8,HK_2021_G410,MASTER TORNADO,LDE,K C Leung,SWY,W Y So,124,1186,11,4-3/4,7,8,9,,,1:10.25,79
16/11/2022,7,10,1,HK_2020_E459,BEAUTY GLORY,CCY,Y L Chung,CAS,A S Cruz,125,1174,1,4-3/4,10,7,10,,,1:10.27,2.8
16/11/2022,7,11,2,HK_2021_G173,ATULLIBIGEAL,CLR,L Currie,HAD,D J Hall,132,1046,6,5,11,12,11,,,1:10.29,7.3
16/11/2022,7,12,12,HK_2019_D352,SUPER DOBBIN,MNJ,J McNeil,MA,A T Millard,118,1081,9,7-3/4,9,10,12,,,1:10.75,57
16/11/2022,8,1,8,HK_2020_E264,PACKING AWARD,PMF,M F Poon,HL,L Ho,121,1164,4,-,7,7,7,1,,1:38.35,4.9
16/11/2022,8,2,9,HK_2021_G227,MR ASCENDENCY,MNJ,J McNeil,YPF,P F Yiu,119,1132,5,HD,4,4,4,2,,1:38.38,5.8
